chr15	78632832	84522450
chr11	119849811	123355193
chr22	18239178	20583560
chr19	25570976	25572295
chr7	149580706	151057818
chr3	49985097	49985661
chr7	139814539	139815413
chr16	71192534	71215473
chr13	74007635	74009137
chr18	15763020	20185534
chr2	12341553	22611030
chr16	71733749	71761951
chr1	21204476	26189150
chr17	74495852	75691278
chr15	62476835	63780009
chr1	13663596	20299006
chr16	87465891	88439146
chr3	117596258	117596401
chr2	187066839	188915512
chr3	112186949	113776746
chr21	39444256	42637355
chr2	113586151	113650495
chr9	109253421	120177105
chr9	36903212	36975842
chr15	66849308	72069384
chr2	177740803	184089486
chr6	157601586	163732044
chr16	53601845	53644244
chr10	16608552	18812751
chr15	91301517	93925532
chr22	11018678	13835472
chr3	159881024	159881133
chr6	138031197	138112233
chr2	122522056	123265245
chr16	26000593	26224627
chr2	215527597	222479992
chr1	167801833	169839849
chr3	91183407	103696926
chr16	78145739	78461048
chr17	30184652	31144847
chr2	51003431	64772492
chr12	42613338	42613532
chr15	14863578	22461601
chr2	155877352	155924853
chr17	10362857	13053874
chr15	83015997	83018402
chr7	18993777	20772013
chr6	94693739	100044011
chr1	200837286	202657353
chr11	116636883	116707251
chr1	88457016	97291359
chr5	102700915	132763465
chr13	42312079	42323845
chr4	135252013	155396695
chr6	58697298	65435572
chr2	37458138	42063845
chr4	86819556	107284999
chr16	31841288	31847596
chr11	101950619	114530127
chr5	153409604	158803027
chr9	95589305	95650767
chr3	86020766	89709998
chr20	29823800	30413853
chr1	213328963	213410670
chr8	13135623	14752632
chr19	45681925	45751331
chr2	26127259	26136871
chr2	102255849	102379488
chr16	15444740	15969756
chr2	28262941	28267962
chr10	120086576	125315901
chr2	59688076	62084789
chr15	8450364	10049046
chr7	88612868	88613066
chr3	149207593	161174685
chr16	68435690	68435797
chr4	127990701	135749407
chr13	87985869	94500531
chr2	127590701	156633397
chr16	10580944	11351467
chr7	18876980	25361636
chr3	97115763	98191604
chr7	45397808	60697112
chr1	43982882	43984666
chr3	34345347	43888112
chr3	9992262	10051541
chr6	12186795	17712641
chr6	27194237	33275855
chr6	132188303	132212268
chr13	70116796	73591740
chr21	319234	16382098
chr3	105602336	107651849
chr5	139862121	141939135
chr2	132528773	132620614
chr1	60189217	60237257
chr4	148647657	177582851
chr1	116297296	116426326
chr7	63442424	64869001
chr15	63618197	66040365
chr5	59188581	70988760
chr12	116627935	116786300
chr18	48403145	48419650
chr17	69348633	69367328
chr1	193143037	195829714
chr16	56562499	56706401
chr19	11412891	11549965
chr21	6472403	8033878
chr4	6742890	11927376
chr16	55485588	56005927
chr16	82008754	82508711
chr7	59514287	59514477
chr9	136833928	140241223
chr17	67011792	67642538
chr6	58419818	58441705
chr2	64793395	64793595
chr16	47044071	47077022
chr17	28851651	30248577
chr13	8837605	11020733
chr16	63499306	65702039
chr11	66210692	66214605
chr16	83938335	84486446
chr16	78674257	78677585
chr8	51549721	51559274
chr9	24857805	25100212
chr5	140729151	168495726
chr15	50006502	55050772
chr2	138535129	139999654
chr19	28402446	28422200
chr19	19265256	19265314
chr7	89798195	103600250
chr7	117089659	117089769
chr2	125695326	126264570
chr4	142450599	144411547
chr16	67182477	67194840
chr9	30487550	30488456
chr9	125170768	136025900
chr9	125552902	131006532
chr17	63100800	63124201
chr7	26505842	32018825
chr7	77899002	78044059
chr6	127802655	137075265
chr15	56037925	60171179
chr10	94867387	102078700
chr17	71996948	72428635
chr15	35853887	35868161
chr16	27417605	28191373
chr22	43026489	51099174
chr10	112136002	118162928
chr22	22462140	22483448
chr20	51843743	52123130
chr2	178346694	178369594
chr15	92439238	92483801
chr22	40434555	41897179
chr8	83532393	96683415
chr6	89510564	89660131
chr6	127762028	127762802
chr3	182055607	182973877
chr2	110823536	112217992
chr22	22326329	22407898
chr16	59187268	59783899
chr15	73811021	78674740
chr4	37597026	41970378
chr17	30492947	30496064
chr19	3220667	3221194
chr17	17917207	19320807
chr1	83899299	83899445
chr2	23410587	34535594
chr1	125395434	125398550
chr4	121921893	131036542
chr2	31950915	32750084
chr7	155352984	155529260
chr17	3465531	3485341
chr19	37917119	37929804
chr2	143477595	143488765
chr6	76626267	83184233
chr10	28549132	28554393
chr3	42048365	50159636
chr1	80834739	80835033
chr7	93477302	93482476
chr2	224551827	225748341
chr4	112501246	118547539
chr5	47355542	61926438
chr19	21755914	21789472
chr21	32681488	32693150
chr11	78103677	78110656
chr5	117866185	129374540
chr1	145281817	149160883
chr2	146113347	146156283
chr4	104476140	111821153
chr22	50490511	50498963
chr19	26744217	26748973
chr7	147210950	148651426
chr17	30807959	32775869
chr13	10634801	10736715
chr6	158607893	159004605
chr16	29395387	29395473
chr2	221806474	221808097
chr2	182018481	182153554
chr3	148868945	148906433
chr7	34433798	48126068
chr15	88353910	90133324
chr3	183053538	183056552
chr17	66427567	66437441
chr20	44524474	44630181
chr17	23584879	25062880
chr18	31834108	45804758
chr17	20070044	20144410
chr9	52531932	53720597
chr17	25140839	25162221
chr16	88523383	88527727
chr4	65151489	67846557
chr11	130940407	130941135
chr16	75730970	76637295
chr16	7032446	7046329
chr1	148945410	150311349
chr17	45552817	46923918
chr4	83225172	83660708
chr17	66923072	68093366
chr16	698312	761114
chr15	14758875	20550434
chr15	8732012	8772092
chr17	34847519	36774690
chr15	58603980	61855710
chr22	31072420	31340623
chr12	92562408	93596002
chr22	1363574	1379256
chr16	73137411	73480834
chr13	61060191	64617468
chr13	84171477	92828349
chr15	38042338	38573303
chr7	24434313	24455393
chr8	63529867	67291849
chr8	101086153	101423033
chr1	68958787	70596150
chr21	17664156	19381530
chr16	21336866	21860254
chr21	28062728	42281572
chr7	68262422	69691761
chr4	144251844	144293306
chr16	84742581	85410785
chr4	84901369	89250781
chr22	8346285	10191558
chr20	52387420	52387590
chr7	76368656	76373791
chr1	61328973	62671359
chr7	150241652	150346418
chr9	2629309	8524706
chr9	112713208	112745775
