chr15	21793114	27682732
chr11	79777923	83283305
chr22	10364518	12708900
chr19	52296252	52297571
chr7	145352286	146829398
chr3	182547659	182548223
chr7	21259256	21260130
chr16	65415868	65438807
chr13	103215725	103217227
chr18	11438434	15860948
chr2	50097870	60367347
chr16	25683755	25711957
chr1	106072933	111057607
chr17	55608587	56804013
chr15	80241402	81544576
chr1	142988758	149624168
chr16	60464610	61437865
chr3	32248029	32248172
chr2	177390222	179238895
chr3	41955507	43545304
chr21	32297500	35490599
chr2	84761665	84826009
chr9	31727136	42650820
chr9	38310161	38382791
chr15	49152402	54372478
chr2	231868564	238217247
chr6	43534513	49664971
chr16	63483231	63525630
chr10	83937787	86141986
chr15	66015868	68639883
chr22	46458983	49275777
chr3	133753560	133753669
chr6	37683652	37764688
chr2	176719282	177462471
chr16	76072675	76296709
chr2	31768755	38721150
chr1	52199829	54237845
chr3	183504471	196017990
chr16	17472620	17787929
chr17	9929200	10889395
chr2	202428998	216198059
chr12	9596204	9596398
chr15	7793417	15391440
chr2	206397222	206444723
chr17	6716599	9407616
chr15	29788032	29790437
chr7	108230946	110009182
chr6	165503772	170854044
chr1	19150578	20970645
chr11	6277558	6347926
chr1	228411134	237245477
chr5	59553536	89616086
chr13	81862148	81873914
chr4	146418856	166563538
chr6	115087439	121825713
chr2	44812105	49417812
chr4	136117739	156583182
chr16	81866440	81872748
chr11	91321087	103900595
chr5	16828967	22222390
chr9	20718886	20780348
chr3	177533258	181222490
chr20	1492118	2082171
chr1	30412439	30494146
chr8	51069489	52686498
chr19	44295199	44364605
chr2	178384209	178393821
chr2	148664056	148787695
chr16	74153329	74678345
chr2	109049484	109054505
chr10	9853786	15083111
chr2	124789026	127185739
chr15	15936538	17535220
chr7	151801350	151801548
chr3	127977936	139945028
chr16	46894987	46895094
chr4	4938982	12697688
chr13	15644110	22158772
chr2	109016099	138058795
chr16	80166627	80937150
chr7	151970874	158455530
chr3	147766411	148842252
chr7	91926042	107225346
chr1	132947726	132949510
chr3	54811416	64354181
chr3	73259362	73318641
chr6	91671513	97197359
chr6	129354196	135435814
chr6	36412562	36436527
chr13	55482423	58957367
chr21	19503839	35566703
chr3	191128007	193177520
chr5	136536974	138613988
chr2	240318520	240410361
chr1	54997581	55045621
chr4	113527892	142463086
chr1	156837673	156966703
chr7	103023096	104449673
chr15	77849129	80271297
chr5	78062606	89862785
chr12	43009821	43168186
chr18	15688832	15705337
chr17	42219417	42238112
chr1	138319851	141006528
chr16	46349141	46493043
chr19	11154930	11292004
chr21	32625758	34187233
chr4	40843353	46027839
chr16	21945621	22465960
chr16	85022486	85522443
chr7	8120761	8120951
chr9	57804870	61212165
chr17	61942479	62573225
chr6	127445022	127466909
chr2	100869150	100869350
chr16	33776346	33809297
chr17	32451314	33848240
chr13	25126292	27309420
chr16	72775789	74978522
chr11	53074125	53078038
chr16	25876950	26425061
chr16	14381465	14384793
chr8	110294879	110304432
chr9	93295349	93537756
chr5	113318015	141084590
chr15	23782904	28827174
chr2	102733047	104197572
chr19	54627068	54646822
chr19	19837997	19838055
chr7	103392276	117194331
chr7	48360838	48360948
chr2	144251871	144821115
chr4	33221311	35182259
chr16	43400016	43412379
chr9	34941539	34942445
chr9	45012150	55867282
chr9	54166384	59620014
chr17	75375140	75398541
chr7	52404022	57917005
chr7	113120876	113265933
chr6	1626227	10898837
chr15	54268437	58401691
chr10	45385809	52597122
