chr15	20127923	26017541
chr11	70990491	74495873
chr22	22236736	24581118
chr19	934645	935964
chr7	66994677	68471789
chr3	165043040	165043604
chr7	96149476	96150350
chr16	39335138	39358077
chr13	80740313	80741815
chr18	2566194	6988708
chr2	19829954	30099431
chr16	58535972	58564174
chr1	67744733	72729407
chr17	12786658	13982084
chr15	11027189	12330363
chr1	49623389	56258799
chr16	33416262	34389517
chr3	47914002	47914145
chr2	128917180	130765853
chr3	192042207	193632004
chr21	28405424	31598523
chr2	214296192	214360536
chr9	127010205	137933889
chr9	25453970	25526600
chr15	67753388	72973464
chr2	101256233	107604916
chr6	112849184	118979642
chr16	73335719	73378118
chr10	93811614	96015813
chr15	19301936	21925951
chr22	4187690	7004484
chr3	62840280	62840389
chr6	85755971	85837007
chr2	170993192	171736381
chr16	61234916	61458950
chr2	134785134	141737529
chr1	177646339	179684355
chr3	156805614	169319133
chr16	28263856	28579165
chr17	51629200	52589395
chr2	193950227	207719288
chr12	20835968	20836162
chr15	4202296	11800319
chr2	6393249	6440750
chr17	12720361	15411378
chr15	75377670	75380075
chr7	145441064	147219300
chr6	77567781	82918053
chr1	21268133	23088200
chr11	25794555	25864923
chr1	235564325	244398668
chr5	110849371	140911921
chr13	101058415	101070181
chr4	86570852	106715534
chr6	132675229	139413503
chr2	67686708	72292415
chr4	31561800	52027243
chr16	73646644	73652952
chr11	56576750	69156258
chr5	7066298	12459721
chr9	70402877	70464339
chr3	25275581	28964813
chr20	37672873	38262926
chr1	234386149	234467856
chr8	22215642	23832651
chr19	13603503	13672909
chr2	194783925	194793537
chr2	60486847	60610486
chr16	48236374	48761390
chr2	186845488	186850509
chr10	50086990	55316315
chr2	160610503	163007216
chr15	26312543	27911225
chr7	9926952	9927150
chr3	32828591	44795683
chr16	86963724	86963831
chr4	82406125	90164831
chr13	97947509	104462171
chr2	155346228	184388924
chr16	41141771	41912294
chr7	117153504	123638160
chr3	79135772	80211613
chr7	25376110	40675414
chr1	14284950	14286734
chr3	104181549	113724314
chr3	161584957	161644236
chr6	61432500	66958346
chr6	64526315	70607933
chr6	62597691	62621656
chr13	25216033	28690977
chr21	31516114	47578978
chr3	24268720	26318233
chr5	51980886	54057900
chr2	226850061	226941902
chr1	207729925	207777965
chr4	53225708	82160902
chr1	213694074	213823104
chr7	97255915	98682492
chr15	44290621	46712789
chr5	107044404	118844583
chr12	50106516	50264881
chr18	3709855	3726360
chr17	30690565	30709260
chr1	191253279	193939956
chr16	3157884	3301786
chr19	35128357	35265431
chr21	19487972	21049447
chr4	12082626	17267112
chr16	56737243	57257582
chr16	72439817	72939774
chr7	35068095	35068285
chr9	120178224	123585519
chr17	7510395	8141141
chr6	133184418	133206305
chr2	163150836	163151036
chr16	77964421	77997372
chr17	62942099	64339025
chr13	65552567	67735695
chr16	84924103	87126836
chr11	6219508	6223421
chr16	11221710	11769821
chr16	26731980	26735308
chr8	56685320	56694873
chr9	84644529	84886936
chr5	16451134	44217709
chr15	65627755	70672025
chr2	103818013	105282538
chr19	16948898	16968652
chr19	51493892	51493950
chr7	51942883	65744938
chr7	80545163	80545273
chr2	121648431	122217675
chr4	36743745	38704693
chr16	68547922	68560285
chr9	56463031	56463937
chr9	42772858	53627990
chr9	25937296	31390926
chr17	16779759	16803160
chr7	83975648	89488631
chr7	50469686	50614743
chr6	47271914	56544524
chr15	26488043	30621297
chr10	33744869	40956182
chr17	70722004	71153691
chr15	92465269	92479543
chr16	26698255	27472023
chr22	24901958	32974643
chr10	2955641	8982567
chr22	2059956	2081264
chr20	36994482	37273869
chr2	146941061	146963961
chr15	32724700	32769263
chr22	3674767	5137391
chr8	3959708	17110730
chr6	13461355	13610922
chr6	31726029	31726803
chr3	38264693	39182963
chr2	212482987	213877443
chr22	1879869	1961438
chr16	62087935	62684566
chr15	73725525	78589244
chr4	141982806	146356158
chr17	4193170	4196287
chr19	11767789	11768316
chr17	21902357	23305957
chr1	203611446	203611592
chr2	22482334	33607341
chr1	205234352	205237468
chr4	35470553	44585202
chr2	238648374	239447543
chr7	138735881	138912157
chr17	6560144	6579954
chr19	54275507	54288192
chr2	78277868	78289038
chr6	95895229	102453195
chr10	22630046	22635307
chr3	53034751	61146022
chr1	164729982	164730276
chr7	60616021	60621195
chr2	120883620	122080134
chr4	102839826	108886119
chr5	118781707	133352603
chr19	31669606	31703164
chr21	11001539	11013201
chr11	10563321	10570300
chr5	93037900	104546255
chr1	140173709	144052775
chr2	60287912	60330848
chr4	116631701	123976714
chr22	8514545	8522997
chr19	31086410	31091166
chr7	100415246	101855722
chr17	34121638	36089548
chr13	11206277	11308191
chr6	84779397	85176109
chr16	2996082	2996168
chr2	58841170	58842793
chr2	49000830	49135903
chr3	83963215	84000703
chr7	38488442	52180712
chr15	45856105	47635519
chr3	8551971	8554985
chr17	67607026	67616900
chr20	27515267	27620974
chr17	49425931	50903932
chr18	22571463	36542113
chr17	40117888	40192254
chr9	130542462	131731127
chr17	73631202	73652584
chr16	553582	557926
chr4	42278933	44974001
chr11	131049036	131049764
chr16	52068501	52974826
chr16	33330142	33344025
chr1	104113189	105479128
chr17	34480866	35851967
chr4	164910453	165345989
chr17	6366259	7536553
chr16	36097028	36159830
chr15	45601266	51392825
chr15	92004236	92044316
chr17	30840186	32767357
