chr15	37208487	43098105
chr11	39977007	43482389
chr22	26298709	28643091
chr19	898190	899509
chr7	50669356	52146468
chr3	9895524	9896088
chr7	20890949	20891823
chr16	33655644	33678583
chr13	96053854	96055356
chr18	30958753	35381267
chr2	171293796	181563273
chr16	61521542	61549744
chr1	160903505	165888179
chr17	53809992	55005418
chr15	82428128	83731302
chr1	30613531	37248941
chr16	70865549	71838804
chr3	110397831	110397974
chr2	182790382	184639055
chr3	176250362	177840159
chr21	26854245	30047344
chr2	1910264	1974608
chr9	24365292	35288976
chr9	75995929	76068559
chr15	71343685	76563761
chr2	207149534	213498217
chr6	84810877	90941335
chr16	31207942	31250341
chr10	132051420	134255619
chr15	63322636	65946651
chr22	13403314	16220108
chr3	185593068	185593177
chr6	137232799	137313835
chr2	13444909	14188098
chr16	28301877	28525911
chr2	73227728	80180123
chr1	243572449	245610465
chr3	75302117	87815636
chr16	22796507	23111816
chr17	61917143	62877338
chr2	206003589	219772650
chr12	59016176	59016370
chr15	81942399	89540422
chr2	109627147	109674648
chr17	8505508	11196525
chr15	95660258	95662663
chr7	70731145	72509381
chr6	111615296	116965568
chr1	204806028	206626095
chr11	38047423	38117791
chr1	152006190	160840533
chr5	831692	30894242
chr13	43744550	43756316
chr4	56561462	76706144
chr6	108950465	115688739
chr2	116132680	120738387
chr4	169599627	190065070
chr16	65268673	65274981
chr11	49145586	61725094
chr5	63381706	68775129
chr9	902281	963743
chr3	171722740	175411972
chr20	58203014	58793067
chr1	66139957	66221664
chr8	143364100	144981109
chr19	26426368	26495774
chr2	162284974	162294586
chr2	202214873	202338512
chr16	33705172	34230188
chr2	144165678	144170699
chr10	70795052	76024377
chr2	159400138	161796851
chr15	76735841	78334523
chr7	15645134	15645332
chr3	126187540	138154632
chr16	76479160	76479267
chr4	124611429	132370135
chr13	82495428	89010090
chr2	152106676	181149372
chr16	89412989	90183512
chr7	38302408	44787064
chr3	63081137	64156978
chr7	123818748	139118052
chr1	75546526	75548310
chr3	116722216	126264981
chr3	99025447	99084726
chr6	15523009	21048855
chr6	120088362	126169980
chr6	140615527	140639492
chr13	96911151	100386095
chr21	29818058	45880922
chr3	167810970	169860483
chr5	73189670	75266684
chr2	5442525	5534366
chr1	144804368	144852408
chr4	55409401	84344595
chr1	230814363	230943393
chr7	18587663	20014240
chr15	69283188	71705356
chr5	99404465	111204644
chr12	20413840	20572205
chr18	9603861	9620366
chr17	1385976	1404671
chr1	61102844	63789521
chr16	28673176	28817078
chr19	19968865	20105939
chr21	35863373	37424848
chr4	44141084	49325570
chr16	33367640	33887979
chr16	52805999	53305956
chr7	21346157	21346347
chr9	84795306	88202601
chr17	18082547	18713293
chr6	66483876	66505763
chr2	112443124	112443324
chr16	30724157	30757108
chr17	28819724	30216650
chr13	9258372	11441500
chr16	4732678	6935411
chr11	94948166	94952079
chr16	74370298	74918409
chr16	77422111	77425439
chr8	27917884	27927437
chr9	29348688	29591095
chr5	94533040	122299615
chr15	54914169	59958439
chr2	190376582	191841107
chr19	21692111	21711865
chr19	55870868	55870926
chr7	136957303	150759358
chr7	147362354	147362464
chr2	203453565	204022809
chr4	118699670	120660618
chr16	77111234	77123597
chr9	84115489	84116395
chr9	72400636	83255768
chr9	128006019	133459649
chr17	77768590	77791991
chr7	46867198	52380181
chr7	31097061	31242118
chr6	43864978	53137588
chr15	65021834	69155088
chr10	20518474	27729787
chr17	69162572	69594259
chr15	28974319	28988593
chr16	35809028	36582796
chr22	4377334	12450019
chr10	43503418	49530344
chr22	9691743	9713051
chr20	26479837	26759224
chr2	84414276	84437176
chr15	1423578	1468141
chr22	47109782	48572406
chr8	110110169	123261191
chr6	162448266	162597833
chr6	66936239	66937013
chr3	72086846	73005116
chr2	64487624	65882080
chr22	22335774	22417343
chr16	87469300	88065931
chr15	96000516	100864235
chr4	861048	5234400
chr17	66510741	66513858
chr19	34252149	34252676
chr17	57016122	58419722
chr1	41775336	41775482
chr2	33005922	44130929
chr1	212533392	212536508
chr4	8303884	17418533
chr2	103218315	104017484
chr7	105577043	105753319
chr17	17145271	17165081
chr19	8407160	8419845
chr2	8288719	8299889
chr6	42684609	49242575
chr10	126322344	126327605
chr3	9469298	17580569
chr1	8279841	8280135
chr7	22113517	22118691
chr2	195448809	196645323
chr4	13739005	19785298
chr5	55560440	70131336
chr19	45140460	45174018
chr21	42623120	42634782
chr11	58645479	58652458
chr5	36016744	47525099
chr1	67475573	71354639
chr2	219513272	219556208
chr4	146967031	154312044
chr22	38941800	38950252
chr19	27991056	27995812
chr7	63401986	64842462
chr17	33533028	35500938
chr13	5997936	6099850
chr6	143300640	143697352
chr16	34351216	34351302
chr2	124634348	124635971
chr2	154288025	154423098
chr3	120482845	120520333
chr7	38770197	52462467
chr15	29359462	31138876
chr3	66007730	66010744
chr17	26649656	26659530
chr20	34529811	34635518
chr17	77041170	78519171
chr18	7825950	21796600
chr17	8285351	8359717
chr9	133926708	135115373
chr17	20628916	20650298
chr16	27005263	27009607
chr4	159455858	162150926
chr11	89347660	89348388
chr16	83182965	84089290
chr16	17816742	17830625
chr1	168022548	169388487
chr17	42598323	43969424
chr4	131741324	132176860
chr17	40479169	41649463
chr16	50208968	50271770
chr15	75756319	81547878
chr15	77597123	77637203
chr17	23258697	25185868
chr15	49794126	53045856
chr22	37734209	38002412
chr12	38112584	39146178
chr22	30019547	30035229
chr16	83967649	84311072
chr13	23041709	26598986
chr13	21925439	30582311
chr15	54486065	55017030
chr7	61811906	61832986
chr8	62461508	66223490
chr8	26013918	26350798
chr1	168183008	169820371
chr21	30065404	31782778
chr16	58309384	58832772
chr21	32822438	47041282
chr7	104633048	106062387
chr4	29685782	29727244
chr16	74398059	75066263
chr4	60975597	65325009
chr22	45907112	47752385
chr20	1998392	1998562
chr7	63284957	63290092
chr1	48375252	49717638
chr7	19393719	19498485
chr9	25471037	31366434
chr9	102406053	102438620
chr11	91082800	91178944
chr2	39906314	39913160
chr16	66397831	66917737
chr9	83875159	95086031
chr8	42010707	50548336
chr16	8542285	8550071
chr22	19000237	19690554
chr7	86782090	103970166
chr13	39395615	39395777
